bikepoint_id,terminal_name,station_name,lat,lon,capacity,installed,locked,temporary,terminal_num
28,001025,"Bolsover Street, Fitzrovia",51.523518,-0.143613,19,true,false,false,1025
29,001016,"Hereford Road, Bayswater",51.513735,-0.193487,22,true,false,false,1016
30,001029,"Windsor Terrace, Hoxton",51.529154,-0.093421,24,true,false,false,1029
31,003427,"Fanshaw Street, Hoxton",51.529537,-0.083353,36,true,false,false,3427
33,003430,"Central House, Aldgate",51.515231,-0.07015,24,true,false,false,3430
34,003428,"Pancras Road, King's Cross",51.534123,-0.129386,16,true,false,false,3428
36,003446,"De Vere Gardens, Kensington",51.501737,-0.18498,28,true,false,false,3446
37,003444,"Penywern Road, Earl's Court",51.491593,-0.192369,17,true,false,false,3444
38,003442,"Abingdon Villas, Kensington",51.497387,-0.197245,17,true,false,false,3442
39,003445,"Shoreditch High Street, Shoreditch",51.526377,-0.07813,41,true,false,false,3445
40,001083,"Commercial Street, Shoreditch",51.52127,-0.075578,16,true,false,false,1083
41,001084,"Pindar Street, Liverpool Street",51.520955,-0.083493,24,true,false,false,1084
42,000979,"Wenlock Road , Hoxton",51.530991,-0.093903,28,true,false,false,979
43,001036,"Crawford Street, Marylebone",51.52026,-0.157183,18,true,false,false,1036
44,001034,"Bruton Street, Mayfair",51.510736,-0.144165,21,true,false,false,1034
45,001035,"Boston Place, Marylebone",51.522511,-0.162298,26,true,false,false,1035
46,001031,"Nesham Street, Wapping",51.507131,-0.06691,16,true,false,false,1031
47,001027,"Warwick Avenue Station, Maida Vale",51.523344,-0.183846,19,true,false,false,1027
48,000971,"Godliman Street, St. Paul's",51.512484,-0.099141,25,true,false,false,971
49,003437,"Curzon Street, Mayfair",51.507069,-0.145904,16,true,false,false,3437
50,001054,"East Road, Hoxton",51.528673,-0.087459,27,true,false,false,1054
51,000986,"Finsbury Library , Finsbury",51.526717,-0.104298,29,true,false,false,986
52,001026,"Roscoe Street, St. Luke's",51.522954,-0.094934,18,true,false,false,1026
53,003431,"Grafton Street, Mayfair",51.509992,-0.143495,18,true,false,false,3431
54,000967,"Golden Lane, Barbican",51.521747,-0.094475,27,true,false,false,967
55,000984,"Finsbury Circus, Liverpool Street",51.517075,-0.086685,33,true,false,false,984
56,001033,"Paddington Street, Marylebone",51.520583,-0.154701,16,true,false,false,1033
57,000974,"Guilford Street , Bloomsbury",51.523346,-0.120202,32,true,false,false,974
