bikepoint_id,terminal_name,station_name,lat,lon,capacity,installed,locked,temporary,terminal_num
358,001229,"High Holborn , Covent Garden",51.516398,-0.124257,20,true,false,false,1229
359,002662,"Butler Place, Westminster",51.497829,-0.13544,18,true,false,false,2662
360,002666,"Howick Place, Westminster",51.496753,-0.138733,27,true,false,false,2666
361,002692,"Waterloo Station 2, Waterloo",51.503919,-0.113426,55,true,false,false,2692
362,002686,"Royal College Street, Camden Town",51.536264,-0.133952,57,true,false,false,2686
363,002665,"Lord's, St. John's Wood",51.529121,-0.171185,24,true,false,false,2665
364,003507,"Store Street, Bloomsbury",51.519572,-0.13214,32,true,false,false,3507
365,002690,"City Road, Angel",51.530344,-0.100168,47,true,false,false,2690
367,002680,"Harrowby Street, Marylebone",51.517372,-0.164207,16,true,false,false,2680
368,002681,"Lowndes Square, Knightsbridge",51.50058,-0.158837,23,true,false,false,2681
370,002670,"Paddington Green, Paddington",51.520205,-0.174593,20,true,false,false,2670
371,002639,"Brockwell Lido, Brixton",51.453118,-0.104955,30,true,false,false,2639
372,002649,"Sardinia Street, Holborn",51.515208,-0.117863,24,true,false,false,2649
373,003499,"Prince Consort Road, Knightsbridge",51.499806,-0.176415,18,true,false,false,3499
374,002696,"Waterloo Station 1, Waterloo",51.504027,-0.113864,36,true,false,false,2696
375,010632,"Kensington Town Hall, Kensington",51.501945,-0.194392,18,true,false,false,10632
376,002683,"Millbank Tower, Pimlico",51.491884,-0.125674,24,true,false,false,2683
377,002648,"Waterloo Bridge, South Bank",51.505354,-0.113656,15,true,false,false,2648
378,002677,"Natural History Museum, South Kensington",51.495592,-0.179077,42,true,false,false,2677
379,002682,"Turquoise Island, Notting Hill",51.514311,-0.200838,21,true,false,false,2682
380,003506,"Stanhope Gate, Mayfair",51.506864,-0.150666,21,true,false,false,3506
381,002669,"Charlotte Street, Fitzrovia",51.51953,-0.135777,14,true,false,false,2669
382,002678,"Farm Street, Mayfair",51.509351,-0.147449,15,true,false,false,2678
383,002660,"Frith Street, Soho",51.513103,-0.131213,18,true,false,false,2660
384,003505,"Marloes Road, Kensington",51.496481,-0.192404,15,true,false,false,3505
386,003504,"Moor Street, Soho",51.513527,-0.13011,16,true,false,false,3504
387,002703,"Fire Brigade Pier, Vauxhall",51.493699,-0.121394,30,true,false,false,2703
388,001228,"Southampton Street, Strand",51.510701,-0.121723,14,true,false,false,1228
389,010621,"Upper Grosvenor Street, Mayfair",51.51013,-0.155757,18,true,false,false,10621
390,001223,"Buxton Street 1, Shoreditch",51.521776,-0.068856,41,true,false,false,1223
391,002688,"Clifford Street, Mayfair",51.510662,-0.142345,17,true,false,false,2688
392,001220,"Imperial College, Knightsbridge",51.499428,-0.179702,33,true,false,false,1220
393,002699,"Snow Hill, Farringdon",51.517334,-0.103604,15,true,false,false,2699
394,002698,"Aberdeen Place, St. John's Wood",51.524826,-0.176268,18,true,false,false,2698
395,002695,"Cadogan Gardens, Chelsea",51.492462,-0.159919,15,true,false,false,2695
396,002693,"Shouldham Street, Marylebone",51.51809,-0.163609,16,true,false,false,2693
397,001227,"Devonshire Terrace, Bayswater",51.51348,-0.17977,16,true,false,false,1227
398,010631,"Holland Park, Kensington",51.502319,-0.200742,30,true,false,false,10631
399,002687,"Brick Lane Market, Shoreditch",51.522617,-0.071653,24,true,false,false,2687
400,001225,"George Street, Marylebone",51.517703,-0.154106,27,true,false,false,1225
401,002701,"Columbia Road, Shoreditch",51.528187,-0.075375,24,true,false,false,2701
402,010625,"Penfold Street, Marylebone",51.522892,-0.171681,15,true,false,false,10625
403,010630,"George Place Mews, Marylebone",51.516892,-0.158249,16,true,false,false,10630
404,001110,"Palace Gate, Kensington Gardens",51.502042,-0.1844,13,true,false,false,1110
405,001107,"Gloucester Road Station, South Kensington",51.494185,-0.18267,15,true,false,false,1107
408,001129,"Sun Street, Liverpool Street",51.520009,-0.083935,24,true,false,false,1129
409,010624,"Strata, Elephant & Castle",51.493146,-0.099828,41,true,false,false,10624
410,001058,"Orchard Place, Blackwall Tunnel",51.510212,0.004979,24,true,false,false,1058
411,010629,"Rotherhithe Roundabout, Rotherhithe",51.499169,-0.055846,19,true,false,false,10629
412,010628,"Cleaver Street, Kennington",51.488105,-0.110121,17,true,false,false,10628
419,022160,"Chelsea Bridge, Pimlico",51.485821,-0.149004,15,true,false,false,22160
423,022164,"Eaton Square (South), Belgravia",51.494561,-0.153933,31,true,false,true,22164
424,022159,"Ebury Bridge, Pimlico",51.490491,-0.149186,29,true,false,false,22159
426,022161,"Vincent Street, Pimlico",51.493072,-0.129925,17,true,false,false,22161
427,022180,"Cheapside, Bank",51.51397,-0.09294,43,true,false,false,22180
428,022179,"Exhibition Road, Knightsbridge",51.499917,-0.174554,20,true,false,false,22179
430,022182,"South Parade, Chelsea",51.48902,-0.17524,18,true,false,false,22182
431,022183,"Crinan Street, King's Cross",51.534474,-0.122203,20,true,false,false,22183
432,022158,"Exhibition Road Museums 1, South Kensington",51.496468,-0.173796,13,true,false,false,22158
433,022169,"Wren Street, Holborn",51.524564,-0.116279,33,true,false,false,22169
435,022170,"Kennington Station, Kennington",51.488852,-0.105593,23,true,false,false,22170
436,022171,"Red Lion Street, Holborn",51.51824,-0.11655,36,true,false,false,22171
437,200056,"Vauxhall Walk, Vauxhall",51.488124,-0.120903,27,true,false,false,200056
439,200053,"Killick Street, King's Cross",51.5338,-0.118677,22,true,false,false,200053
440,200032,"Kennington Oval, Oval",51.483145,-0.113134,33,true,false,false,200032
441,200039,"Sail Street, Vauxhall",51.495656,-0.114605,24,true,false,false,200039
442,200035,"Walmer Road, Avondale",51.510101,-0.211358,24,true,false,false,200035
443,200033,"Philpot Street, Whitechapel",51.515256,-0.058641,30,true,false,false,200033
444,200047,"Bethnal Green Garden, Bethnal Green",51.52568,-0.055312,24,true,false,false,200047
445,200003,"Cheshire Street, Bethnal Green",51.52388,-0.065076,28,true,false,false,200003
446,200042,"York Hall, Bethnal Green",51.528936,-0.055894,27,true,false,false,200042
447,200054,"Jubilee Crescent, Cubitt Town",51.493381,-0.007542,54,true,false,false,200054
448,022165,"Fisherman's Walk West, Canary Wharf",51.50623,-0.02296,36,true,false,false,22165
449,200020,"Shadwell Station, Shadwell",51.511088,-0.057159,35,true,false,false,200020
450,200002,"Jubilee Street, Stepney",51.515975,-0.053177,28,true,false,false,200002
451,200021,"Hermitage Court, Wapping",51.504719,-0.063531,16,true,false,false,200021
452,200049,"St. Katharine's Way, Tower",51.505697,-0.070542,24,true,false,false,200049
453,200045,"Garnet Street, Shadwell",51.508447,-0.055167,24,true,false,false,200045
454,200046,"Napier Avenue, Millwall",51.487679,-0.021582,20,true,false,false,200046
455,200031,"East Ferry Road, Cubitt Town",51.49447,-0.014409,17,true,false,false,200031
456,200118,"Albert Street, Camden Town",51.537706,-0.144801,26,true,false,false,200118
457,200016,"Castlehaven Road, Camden Town",51.542138,-0.145393,29,true,false,false,200016
458,200034,"Wapping Lane, Wapping",51.504749,-0.057544,28,true,false,false,200034
459,200014,"Gunmakers Lane, Old Ford",51.535179,-0.03338,17,true,false,false,200014
461,200013,"Aston Street, Stepney",51.516,-0.038775,26,true,false,true,200013
462,200105,"Bonny Street, Camden Town",51.541603,-0.138853,45,true,false,false,200105
463,200093,"Thurtle Road, Haggerston",51.534776,-0.071881,22,true,false,false,200093
464,200082,"St. Mary & St. Michael Church, Stepney",51.51417,-0.052099,25,true,false,false,200082
465,200152,"Pitfield Street North,Hoxton",51.53558,-0.08249,28,true,false,false,200152
466,200158,"Whiston Road, Haggerston",51.534464,-0.076341,21,true,false,false,200158
467,200168,"Southern Grove, Bow",51.523538,-0.030556,17,true,false,false,200168
468,200150,"Cantrell Road, Bow",51.521564,-0.022694,24,true,false,false,200150
469,022178,"Lindfield Street, Poplar",51.513757,-0.020467,44,true,false,false,22178
470,200174,"Mostyn Grove, Bow",51.530535,-0.025492,46,true,false,false,200174
471,200006,"Hewison Street, Old Ford",51.533283,-0.028155,19,true,false,false,200006
472,200019,"Malmesbury Road, Bow",51.529452,-0.027616,21,true,false,false,200019
473,022167,"Millharbour, Millwall",51.496137,-0.019355,19,true,false,false,22167
474,200155,"Gascoyne Road, Victoria Park",51.541515,-0.038557,20,true,false,false,200155
475,200004,"Lightermans Road, Millwall",51.499041,-0.020157,31,true,false,false,200004
476,200009,"Stebondale Street, Cubitt Town",51.489096,-0.009205,29,true,false,false,200009
477,200018,"Spindrift Avenue, Millwall",51.49109,-0.018716,36,true,false,false,200018
478,200012,"Stepney Green Station, Stepney",51.521889,-0.04667,21,true,false,false,200012
479,200156,"Pott Street, Bethnal Green",51.527152,-0.058005,20,true,false,false,200156
480,200115,"Flamborough Street, Limehouse",51.512871,-0.038986,25,true,false,false,200115
481,200022,"Saunders Ness Road, Cubitt Town",51.487129,-0.009001,35,true,false,false,200022
482,200052,"Exhibition Road Museums 2, South Kensington",51.495947,-0.173689,14,true,false,false,200052
483,022166,"Albert Gardens, Stepney",51.51328,-0.047784,33,true,false,false,22166
484,022172,"Bromley High Street, Bow",51.528828,-0.013258,24,true,false,false,22172
485,022173,"Old Ford Road, Bethnal Green",51.531127,-0.048017,24,true,false,false,22173
486,022174,"Granby Street, Shoreditch",51.525645,-0.069543,37,true,false,false,22174
487,022175,"Canton Street, Poplar",51.511811,-0.025626,23,true,false,false,22175
488,022176,"Reardon Street, Wapping",51.506946,-0.058681,22,true,false,false,22176
489,022177,"Christian Street, Whitechapel",51.513074,-0.064094,34,true,false,false,22177
490,200090,"Pennington Street, Wapping",51.508622,-0.065006,45,true,false,false,200090
491,200249,"Queen Mary's, Mile End",51.522507,-0.041378,45,true,false,false,200249
494,200233,"South Quay East, Canary Wharf",51.50196,-0.016251,36,true,false,false,200233
495,200252,"Bow Church Station, Bow",51.528169,-0.018703,39,true,false,false,200252
496,200255,"Devons Road, Bow",51.52512,-0.015578,39,true,false,false,200255
497,200242,"Merchant Street, Bow",51.526578,-0.027581,27,true,false,false,200242
498,200251,"Bow Road Station, Bow",51.527058,-0.025296,42,true,false,false,200251
499,200011,"Furze Green, Bow",51.519265,-0.021345,36,true,false,false,200011
500,200148,"Ansell House, Stepney",51.520019,-0.05438,41,true,false,false,200148
501,200073,"Cephas Street, Bethnal Green",51.522561,-0.054883,24,true,false,false,200073
502,200241,"Bonner Gate, Victoria Park",51.53341,-0.049591,21,true,false,false,200241
503,200250,"Cleveland Way, Stepney",51.520893,-0.051394,36,true,false,false,200250
504,200243,"St. John's Park, Cubitt Town",51.496454,-0.009506,30,true,false,false,200243
505,200038,"Ackroyd Drive, Bow",51.520398,-0.026768,29,true,false,false,200038
506,200036,"Bell Lane, Liverpool Street",51.517475,-0.075855,23,true,false,false,200036
507,200131,"Clarkson Street, Bethnal Green",51.528692,-0.059091,31,true,false,false,200131
508,200157,"Fournier Street, Whitechapel",51.519362,-0.074431,18,true,false,false,200157
509,200253,"Fore Street Avenue, Guildhall",51.517842,-0.090075,19,true,false,false,200253
510,200238,"Westferry DLR, Limehouse",51.509303,-0.025996,41,true,false,false,200238
511,200256,"Sutton Street, Shadwell",51.511066,-0.053558,33,true,false,false,200256
513,200162,"Watney Market, Stepney",51.514222,-0.055656,51,true,false,false,200162
514,200008,"Portman Square, Marylebone",51.516204,-0.155525,17,true,false,false,200008
515,200080,"Russell Gardens, Olympia",51.500088,-0.211316,24,true,false,false,200080
516,200089,"Chrisp Street Market, Poplar",51.5112,-0.014438,18,true,false,false,200089
517,200027,"Ford Road, Old Ford",51.532513,-0.033085,18,true,false,false,200027
518,200041,"Antill Road, Mile End",51.528224,-0.037471,30,true,false,false,200041
519,200254,"Teviot Street, Poplar",51.518811,-0.011662,33,true,false,false,200254
520,200234,"Bancroft Road, Bethnal Green",51.526041,-0.047218,21,true,false,false,200234
521,200030,"Driffield Road, Old Ford",51.534137,-0.037366,19,true,false,false,200030
522,200161,"Clinton Road, Mile End",51.525941,-0.036017,36,true,false,false,200161
523,200160,"Langdon Park, Poplar",51.51549,-0.013475,24,true,false,false,200160
524,200017,"Lancaster Gate , Bayswater",51.511654,-0.179668,38,true,false,false,200017
525,200153,"Blythe Road, Olympia",51.496927,-0.2135,24,true,false,false,200153
526,200143,"Lancaster Drive, Blackwall",51.503143,-0.008428,27,true,false,false,200143
527,200154,"Hansard Mews, Holland Park",51.503802,-0.215808,20,true,false,false,200154
528,200088,"Clarges Street, Mayfair",51.507326,-0.145827,16,true,false,false,200088
529,200010,"Manresa Road, Chelsea",51.486892,-0.170983,18,true,false,false,200010
530,200146,"Newby Place, Poplar",51.508896,-0.012413,18,true,false,false,200146
531,200167,"Twig Folly Bridge, Mile End",51.530326,-0.042744,21,true,false,false,200167
532,200163,"Jubilee Plaza, Canary Wharf",51.5034,-0.020242,63,true,false,false,200163
533,200165,"Wellington Row, Bethnal Green",51.528222,-0.069743,33,true,false,false,200165
534,200159,"Goldsmith's Row, Haggerston",51.531864,-0.066035,27,true,false,false,200159
536,200024,"Queensbridge Road, Haggerston",51.53385,-0.06992,35,true,false,false,200024
537,200239,"Old Montague Street, Whitechapel",51.51793,-0.067937,18,true,false,false,200239
538,200050,"Naval Row, Blackwall",51.508981,-0.00699,21,true,false,false,200050
539,200151,"Hoxton Station, Hoxton",51.531091,-0.075901,22,true,false,false,200151
541,200096,"Green Park Station, Mayfair",51.506613,-0.142844,28,true,false,false,200096
542,200147,"Salmon Lane, Limehouse",51.514115,-0.033828,33,true,false,false,200147
543,200065,"Lansdowne Walk, Ladbroke Grove",51.509591,-0.204666,21,true,false,false,200065
544,200051,"Percival Street, Finsbury",51.526153,-0.102208,22,true,false,false,200051
545,200070,"Arlington Road, Camden Town",51.539957,-0.145246,24,true,false,false,200070
546,200044,"New Fetter Lane, Holborn",51.517428,-0.107987,21,true,false,false,200044
547,200127,"East India DLR, Blackwall",51.509474,-0.002275,51,true,false,false,200127
548,200076,"Westminster Bridge Road, Elephant & Castle",51.498386,-0.107913,26,true,false,false,200076
549,200132,"Gaywood  Street, Elephant & Castle",51.49605,-0.104193,45,true,false,false,200132
550,200102,"Harford Street, Mile End",51.521564,-0.039264,23,true,false,false,200102
551,200066,"Import Dock, Canary Wharf",51.505772,-0.01646,39,true,false,false,200066
552,200149,"Watney Street, Shadwell",51.511542,-0.056667,27,true,false,false,200149
553,200064,"Regent's Row , Haggerston",51.535678,-0.062546,24,true,false,false,200064
554,200078,"Aberfeldy Street, Poplar",51.513548,-0.005659,16,true,false,false,200078
556,200138,"Heron Quays DLR, Canary Wharf",51.502661,-0.021596,27,true,false,false,200138
557,200203,"King Edward Street, St Pauls",51.51601,-0.0985,20,true,false,false,200203
558,200048,"Page Street, Westminster",51.493978,-0.127554,24,true,false,false,200048
559,200111,"Abbotsbury Road, Holland Park",51.501391,-0.205991,24,true,false,false,200111
560,200015,"Ladbroke Grove Central, Ladbroke Grove",51.511624,-0.205921,21,true,false,false,200015
561,200037,"Rectory Square, Stepney",51.518369,-0.043371,22,true,false,false,200037
562,200074,"Bury Place, Holborn",51.51742,-0.123189,21,true,false,false,200074
563,200232,"Preston's Road, Cubitt Town",51.499286,-0.009152,26,true,false,false,200232
564,200068,"Somerset House, Strand",51.509943,-0.117619,41,true,false,false,200068
565,200135,"Selby Street, Whitechapel",51.521905,-0.063386,17,true,false,false,200135
568,200110,"Bishop's Bridge Road West, Bayswater",51.51616,-0.18697,18,true,false,false,200110
569,200248,"Pitfield Street Central, Hoxton",51.53213,-0.08299,30,true,false,false,200248
570,200099,"Upper Bank Street, Canary Wharf",51.503083,-0.017676,36,true,false,false,200099
571,200061,"Westfield Southern Terrace ,Shepherd's Bush",51.506256,-0.218337,29,true,false,false,200061
572,200026,"Greenland Road, Camden Town",51.539099,-0.141728,36,true,false,false,200026
573,200001,"Limerston Street, West Chelsea",51.485587,-0.18119,18,true,false,false,200001
574,200246,"Eagle Wharf Road, Hoxton",51.53356,-0.09315,45,true,false,false,200246
576,200109,"Alpha Grove, Millwall",51.497304,-0.022793,23,true,false,false,200109
577,200247,"Globe Town Market, Bethnal Green",51.528869,-0.047548,20,true,false,false,200247
578,200244,"Hollybush Gardens, Bethnal Green",51.527607,-0.057133,32,true,false,false,200244
579,200128,"Queen Street 2, Bank",51.511246,-0.093051,36,true,false,false,200128
580,200084,"Doddington Grove, Kennington",51.486929,-0.102996,36,true,false,false,200084
581,200005,"New Cavendish Street, Marylebone",51.519167,-0.147983,18,true,false,false,200005
583,200231,"Abingdon Green, Westminster",51.49764,-0.125972,20,true,false,false,200231
584,200086,"Ilchester Gardens, Bayswater",51.51244,-0.19096,21,true,false,false,200086
586,200092,"Mudchute DLR, Cubitt Town",51.490645,-0.014582,31,true,false,false,200092
587,200101,"Monument Street, Monument",51.50964,-0.08497,22,true,false,false,200101
589,200060,"Drayton Gardens, West Chelsea",51.487196,-0.179369,18,true,false,false,200060
590,200236,"Greenberry Street, St.John's Wood",51.53256,-0.16862,26,true,false,false,200236
591,200227,"Westfield Library Corner, Shepherd's Bush",51.506093,-0.224223,27,true,false,false,200227
592,200108,"Bishop's Bridge Road East, Bayswater",51.5171,-0.18377,20,true,false,false,200108
593,200058,"Northdown Street, King's Cross",51.531066,-0.11934,21,true,false,false,200058
594,200226,"Kingsway Southbound, Strand",51.513875,-0.117774,33,true,false,false,200226
595,200142,"Hammersmith Road, Hammersmith",51.493267,-0.21985,22,true,false,false,200142
596,200237,"Parson's Green , Parson's Green",51.472817,-0.199783,21,true,false,false,200237
597,200229,"Fulham Park Road, Fulham",51.473471,-0.20782,27,true,false,false,200229
598,200166,"Southerton Road, Hammersmith",51.494499,-0.228188,38,true,false,false,200166
599,200235,"Manbre Road, Hammersmith",51.485743,-0.223616,28,true,false,false,200235
600,200133,"South Lambeth Road, Vauxhall",51.481747,-0.124642,21,true,false,false,200133
602,200211,"Union Grove, Wandsworth Road",51.472993,-0.133972,45,true,false,false,200211
603,200137,"Caldwell Street, Stockwell",51.477839,-0.116493,44,true,false,false,200137
604,200195,"St Martins Close, Camden Town",51.538792,-0.138535,18,true,false,false,200195
605,200198,"Seymour Place, Marylebone",51.520331,-0.163667,29,true,false,false,200198
606,200218,"Addison Road, Holland Park",51.504199,-0.210941,26,true,false,false,200218
607,200125,"Putney Bridge Station, Fulham",51.468814,-0.210279,21,true,false,false,200125
608,200224,"Colet Gardens, Hammersmith",51.491093,-0.216493,30,true,false,false,200224
609,200208,"Sugden Road, Clapham",51.465123,-0.157788,19,true,false,false,200208
610,200222,"Danvers Street, West Chelsea",51.482567,-0.172078,21,true,false,false,200222
611,200067,"Princedale Road , Holland Park",51.506465,-0.208486,20,true,false,false,200067
612,200175,"Wandsworth Rd, Isley Court, Wandsworth Road",51.469259,-0.141812,30,true,false,false,200175
613,200214,"Woodstock Grove, Shepherd's Bush",51.504038,-0.2174,24,true,false,false,200214
615,200029,"Finlay Street, Fulham",51.476885,-0.215895,24,true,false,false,200029
616,200098,"Aintree Street, Fulham",51.481021,-0.209973,24,true,false,false,200098
617,200028,"Elysium Place, Fulham",51.471079,-0.207842,21,true,false,false,200028
618,300003,"Eel Brook Common, Walham Green",51.476259,-0.193254,24,true,false,false,300003
619,300012,"Irene Road, Parsons Green",51.473763,-0.19701,23,true,false,false,300012
620,300010,"Surrey Lane, Battersea",51.47518,-0.16716,26,true,false,false,300010
621,200091,"Wandsworth Town Station, Wandsworth",51.460864,-0.187427,33,true,false,false,200091
622,200172,"Lansdowne Road, Ladbroke Grove",51.507481,-0.205535,29,true,false,false,200172
623,200186,"Nantes Close, Wandsworth",51.46193,-0.180791,22,true,false,false,200186
624,200173,"Courland Grove, Wandsworth Road",51.472918,-0.132102,40,true,false,false,200173
625,200190,"Queen's Circus, Battersea Park",51.477619,-0.149551,28,true,false,false,200190
626,300008,"Normand Park, West Kensington",51.484386,-0.204815,24,true,false,false,300008
627,200007,"Holden Street, Battersea",51.46879,-0.15823,20,true,false,false,200007
628,200062,"William Morris Way, Sands End",51.468819,-0.184318,26,true,false,false,200062
629,200187,"Morie Street, Wandsworth",51.459953,-0.190184,28,true,false,false,200187
630,200194,"Clarence Walk, Stockwell",51.470732,-0.126994,28,true,false,false,200194
631,200183,"Battersea Park Road, Nine Elms",51.479501,-0.14177,27,true,false,false,200183
632,200176,"Sheepcote Lane, Battersea",51.470538,-0.163041,28,true,false,false,200176
633,200116,"Vereker Road, West Kensington",51.489591,-0.209378,32,true,false,false,200116
634,300002,"Brook Green South, Brook Green",51.494347,-0.215804,33,true,false,false,300002
635,200215,"Greyhound Road, Hammersmith",51.486062,-0.214428,37,true,false,false,200215
636,200180,"South Park, Sands End",51.467064,-0.193502,28,true,false,false,200180
638,300014,"Falcon Road, Clapham Junction",51.466633,-0.169821,28,true,false,false,300014
640,200179,"Silverthorne Road, Battersea",51.472865,-0.148059,28,true,false,false,200179
641,300025,"Archbishop's Park, Waterloo",51.498241,-0.117495,23,true,false,false,300025
642,200192,"Fawcett Close, Battersea",51.469161,-0.174485,30,true,false,false,200192
643,300026,"All Saints' Road, Portobello",51.519042,-0.204764,22,true,false,false,300026
644,200182,"Rainville Road, Hammersmith",51.483732,-0.223852,36,true,false,false,200182
645,200200,"Great Suffolk Street, The Borough",51.501732,-0.100292,21,true,false,false,200200
646,200178,"Buckingham Gate, Westminster",51.498865,-0.137424,16,true,false,false,200178
647,200181,"Richmond Way, Shepherd's Bush",51.500353,-0.217515,27,true,false,false,200181
648,200171,"Peterborough Road, Sands End",51.46904,-0.196274,20,true,false,false,200171
649,300009,"World's End Place, West Chelsea",51.481805,-0.180274,22,true,false,false,300009
650,300034,"St. Mark's Road, North Kensington",51.51687,-0.213872,21,true,false,false,300034
651,300030,"Thorndike Close, West Chelsea",51.480898,-0.183853,25,true,false,false,300030
652,300022,"Evesham Street, Avondale",51.511486,-0.21819,20,true,false,false,300022
653,200196,"Simpson Street, Clapham Junction",51.470847,-0.170703,25,true,false,false,200196
654,200223,"Ashmole Estate, Oval",51.482678,-0.117661,34,true,false,false,200223
655,200221,"Crabtree Lane, Fulham",51.482944,-0.219346,27,true,false,false,200221
656,200040,"Broomhouse Lane, Parsons Green",51.468418,-0.199135,29,true,false,false,200040
657,200220,"Blythe Road West, Shepherd's Bush",51.49968,-0.221791,21,true,false,false,200220
658,300005,"Ethelburga Estate, Battersea Park",51.477292,-0.164786,30,true,false,false,300005
659,200212,"Blackfriars Station, St. Paul's",51.511934,-0.103078,35,true,false,false,200212
660,300020,"West Kensington Station, West Kensington",51.49087,-0.206029,22,true,false,false,300020
661,300023,"All Saints Church, Portobello",51.51632,-0.202608,37,true,false,false,300023
662,200189,"Phene Street, Chelsea",51.484984,-0.167919,24,true,false,false,200189
663,200124,"Clarendon Road, Avondale",51.51323,-0.211593,24,true,false,false,200124
664,300013,"Austin Road, Battersea Park",51.474376,-0.155442,24,true,false,false,300013
665,200113,"Smugglers Way, Wandsworth",51.461083,-0.191722,27,true,false,false,200113
666,300004,"Harris Academy, Bermondsey",51.492668,-0.07235,18,true,false,false,300004
667,200209,"Shepherd's Bush Road North, Shepherd's Bush",51.501594,-0.222293,34,true,false,false,200209
668,300037,"Ravenscourt Park Station, Hammersmith",51.494223,-0.236769,26,true,false,false,300037
669,300036,"Teversham Lane, Stockwell",51.476149,-0.123258,39,true,false,false,300036
670,200169,"Ashley Crescent, Battersea",51.467185,-0.152248,28,true,false,false,200169
671,300052,"Parsons Green Station, Parsons Green",51.475089,-0.201968,56,true,false,false,300052
672,200206,"Chicheley Street, South Bank",51.502698,-0.116747,24,true,false,false,200206
673,300051,"Hibbert Street, Battersea",51.46517,-0.180389,36,true,false,false,300051
674,300035,"Carnegie Street, King's Cross",51.535467,-0.116191,40,true,false,false,300035
675,200126,"Usk Road, Clapham Junction",51.463489,-0.182126,30,true,false,false,200126
676,200207,"Hartington Road, Stockwell",51.47787,-0.126874,35,true,false,false,200207
677,200023,"Heath Road, Battersea",51.468669,-0.146544,27,true,false,false,200023
678,200170,"Esmond Street, Putney",51.462312,-0.211468,30,true,false,false,200170
679,200114,"Orbel Street, Battersea",51.474535,-0.17021,26,true,false,false,200114
680,200210,"Westbridge Road, Battersea",51.477684,-0.170329,28,true,false,false,200210
681,200043,"Bishop's Avenue, Fulham",51.473036,-0.214749,46,true,false,false,200043
682,200059,"Crisp Road, Hammersmith",51.488108,-0.226606,46,true,false,false,200059
683,200119,"Dorothy Road, Clapham Junction",51.465064,-0.16375,28,true,false,false,200119
684,200188,"Neville Gill Close, Wandsworth",51.454752,-0.195197,32,true,false,false,200188
685,200219,"Osiers Road, Wandsworth",51.46067,-0.198735,30,true,false,false,200219
686,200097,"Beryl Road, Hammersmith",51.488144,-0.222456,26,true,false,false,200097
687,200216,"Clements Road, Bermondsey",51.4954,-0.061698,23,true,false,false,200216
688,200204,"Northfields, Wandsworth",51.460951,-0.200667,28,true,false,false,200204
689,200106,"Spanish Road, Clapham Junction",51.459225,-0.180884,30,true,false,false,200106
690,200199,"Stanley Grove, Battersea",51.470475,-0.15213,24,true,false,false,200199
691,200184,"Erin Close, Walham Green",51.479463,-0.195777,24,true,false,false,200184
692,200112,"Cadogan Close, Victoria Park",51.542118,-0.028941,22,true,false,false,200112
693,300019,"Felsham Road, Putney",51.464786,-0.215618,18,true,false,false,300019
694,300033,"Putney Rail Station, Putney",51.460717,-0.216526,20,true,false,false,300033
695,300031,"Islington Green, Angel",51.536384,-0.102757,21,true,false,false,300031
696,300018,"Charing Cross Hospital, Hammersmith",51.487285,-0.217995,21,true,false,false,300018
697,200129,"Charlotte Terrace, Angel",51.536392,-0.112721,25,true,false,false,200129
698,200121,"Shoreditch Court, Haggerston",51.539083,-0.070329,35,true,false,false,200121
699,200057,"Belford House, Haggerston",51.536654,-0.07023,39,true,false,false,200057
700,200201,"Battersea Church Road, Battersea",51.476964,-0.174347,25,true,false,false,200201
701,200077,"Vicarage Crescent, Battersea",51.472876,-0.176267,30,true,false,false,200077
702,200213,"Durant Street, Bethnal Green",51.528681,-0.06555,24,true,false,false,200213
703,200094,"St. Bride Street, Holborn",51.514665,-0.104583,24,true,false,false,200094
704,200063,"Mexfield Road, East Putney",51.45682,-0.202802,18,true,false,false,200063
705,300042,"Upper Richmond Road, Putney",51.459715,-0.212145,25,true,false,true,300042
706,200193,"Snowsfields, London Bridge",51.502153,-0.083632,31,true,false,false,200193
707,200197,"Barons Court Station, West Kensington",51.490217,-0.215087,32,true,false,false,200197
708,200217,"Disraeli Road, Putney",51.46161,-0.216145,33,true,false,false,200217
709,200205,"Montserrat Road , Putney",51.463211,-0.21555,23,true,false,false,200205
710,300045,"Albert Bridge Road, Battersea Park",51.474392,-0.163347,20,true,false,false,300045
711,300028,"Everington Street, Fulham",51.483356,-0.216305,31,true,false,false,300028
712,300056,"Mile End Stadium, Mile End",51.518541,-0.034903,22,true,false,false,300056
713,200122,"Hawley Crescent, Camden Town",51.541007,-0.14326,22,true,false,false,200122
714,300055,"Stewart's Road, Wandsworth Road",51.473116,-0.137235,28,true,false,false,300055
715,300049,"Aylward Street, Stepney",51.51563,-0.049067,22,true,false,false,300049
716,300048,"Stainsby Road , Poplar",51.515427,-0.023565,24,true,false,false,300048
717,300024,"Dunston Road , Haggerston",51.536585,-0.075885,43,true,false,false,300024
718,300040,"Ada Street, Hackney Central",51.535716,-0.060291,45,true,false,false,300040
719,300011,"Victoria Park Road, Hackney Central",51.536424,-0.054162,34,true,false,false,300011
720,300038,"Star Road, West Kensington",51.487244,-0.205279,23,true,false,false,300038
721,300039,"Wendon Street, Old Ford",51.536039,-0.026262,18,true,false,false,300039
722,300041,"Finnis Street, Bethnal Green",51.524583,-0.058631,19,true,false,false,300041
723,300053,"Stephendale Road, Sands End",51.46822,-0.190346,48,true,false,false,300053
